id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33773933,Guesthouse in Portland · ★4.98 · Studio · 1 bed · 1 bath,24385374,Chris,,Concordia,45.56662,-122.63681,Entire home/apt,88,1,479,12/15/2023,8.48,2,230,103,18-262210-000-00-ho
6.80519E+17,Guest suite in Portland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3228077,Jura,,Piedmont,45.57327,-122.66912,Entire home/apt,88,30,5,8/7/2023,0.51,2,365,5,
32165887,Rental unit in Portland · ★4.70 · 2 bedrooms · 2 beds · 1 bath,13602640,Judith,,Concordia,45.56384659,-122.6345444,Entire home/apt,88,1,60,11/12/2023,1.03,2,358,13,14-253624-000-00-ho
51269549,Rental unit in Portland · ★4.87 · 2 bedrooms · 2 beds · 1 bath,193973403,Matthew,,Buckman,45.51341,-122.64551,Entire home/apt,88,1,246,12/15/2023,8.43,2,355,72,Exempt
9.95814E+17,Home in Portland · ★5.0 · 2 bedrooms · 3 beds · 1 bath,82176614,An,,Cully,45.56354655,-122.6160373,Entire home/apt,89,2,6,12/10/2023,3.27,2,0,6,City registration pending
1646847,Guesthouse in Portland · ★4.92 · Studio · 1 bed · 1 bath,8739391,Chris,,Mt. Tabor,45.51512,-122.60498,Entire home/apt,89,1,145,12/4/2023,1.24,2,145,30,City registration pending
42221300,Guest suite in Portland · ★4.65 · 2 bedrooms · 3 beds · 1 bath,59546078,Stacey,,Hollywood,45.53341,-122.61599,Entire home/apt,89,2,19,10/28/2023,0.41,2,0,7,City registration pending
40602080,Guest suite in Portland · ★4.93 · 1 bedroom · 1 bed · 1 bath,22901192,Cody,,Boise,45.55266,-122.66649,Entire home/apt,89,1,277,12/3/2023,5.72,2,268,77,20-134061-000-00-HO
14760381,Guest suite in Portland · ★4.92 · 1 bedroom · 1 bed · 1 bath,26701213,Carrie,,Woodstock,45.4841,-122.61998,Entire home/apt,89,2,200,11/5/2023,2.26,2,83,25,16-220220-000-00-HO
7.0141E+17,Condo in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,26929359,Ed & Mary,,Old Town/Chinatown,45.5292,-122.67327,Entire home/apt,89,31,3,5/16/2023,0.24,2,342,2,
42143191,Rental unit in Portland · ★4.85 · 1 bedroom · 2 beds · 1 bath,13351238,Jennifer,,Hosford-Abernethy,45.51171,-122.65063,Entire home/apt,89,1,298,12/16/2023,6.81,2,0,82,City registration pending
7.84289E+17,Rental unit in Portland · ★4.91 · 1 bedroom · 1 bed · 1 bath,15054186,Luna,,Sunnyside,45.51709287,-122.6265823,Entire home/apt,89,1,117,12/1/2023,11.18,2,76,117,City registration pending
134282,Rental unit in Portland · ★4.39 · 1 bedroom · 2 beds · 1 bath,659137,Anjali,,Boise,45.55273,-122.67524,Entire home/apt,89,4,35,6/15/2023,0.23,2,87,1,
24895142,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,4105484,#NAME?,,Mt. Tabor,45.51189,-122.60423,Entire home/apt,90,30,14,7/22/2023,0.62,2,0,7,
8.76909E+17,Rental unit in Portland · ★4.67 · 1 bedroom · 2 beds · 1 bath,222322282,Melanie,,Richmond,45.49968067,-122.632592,Entire home/apt,90,31,3,11/25/2023,0.48,2,269,3,City registration pending
7.35632E+17,Home in Portland · 2 bedrooms · 2 beds · 1.5 baths,72716191,Adam,,Overlook,45.55936,-122.68624,Entire home/apt,90,31,0,,,2,88,0,
53547698,Guest suite in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,2141579,Karen,,King,45.56335,-122.6635,Entire home/apt,90,2,57,11/5/2023,2.33,2,304,32,22-152752-000-00-HO
22808872,Guest suite in Portland · ★4.90 · Studio · 1 bed · 1 bath,28583708,Patty,,Richmond,45.51001,-122.63354,Entire home/apt,90,2,136,11/9/2023,2.07,2,354,19,17-219541-000-00-HO
9.88652E+17,Home in Portland · ★New · 2 bedrooms · 2 beds · 1 bath,23545520,Jia,,Mt. Scott-Arleta,45.48656715,-122.5959965,Entire home/apt,90,1,1,12/17/2023,1,2,255,1,19-216344-000-00-HO
7.45598E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,27594832,Nora,,North Tabor,45.52486,-122.60498,Entire home/apt,90,2,8,9/25/2023,0.58,2,5,6,City registration pending
44558963,Guest suite in Portland · ★4.96 · 1 bedroom · 1 bed · 1 bath,72975954,Gina,,Richmond,45.50623,-122.6288,Entire home/apt,90,2,129,12/9/2023,3.19,2,144,34,21-053541-000-00-HO
45625194,Guest suite in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,27168187,Timoney,,Sunnyside,45.5141,-122.61949,Entire home/apt,91,2,154,11/26/2023,3.95,2,277,33,21-030599-000-00-HO
1.0009E+18,Home in Portland · ★4.58 · 2 bedrooms · 2 beds · 1 bath,309565441,Marissa,,Richmond,45.50702,-122.62211,Entire home/apt,91,2,12,12/11/2023,5.45,2,350,12,Exempt
5.44579E+17,Guest suite in Portland · ★4.89 · 1 bedroom · 1 bed · 1 bath,177429857,Christopher,,Humboldt,45.55553,-122.66663,Entire home/apt,92,2,56,11/26/2023,2.46,2,351,23,Exempt
195632,Home in Portland · ★4.69 · 1 bedroom · 3 beds · 1 bath,659137,Anjali,,Boise,45.55083,-122.67567,Entire home/apt,92,4,88,11/21/2022,0.59,2,178,0,17-183022-000-00-HO
7173741,Guest suite in Portland · ★4.86 · 1 bedroom · 1 bed · 1 bath,37575586,Elie,,Multnomah,45.47175,-122.70289,Entire home/apt,93,1,452,12/17/2023,4.4,2,344,42,18-112769-000-00-HO
8.35233E+17,Home in Portland · 3 bedrooms · 3 beds · 1 bath,35669572,Sam,,Homestead,45.4985115,-122.6900622,Entire home/apt,93,30,0,,,2,254,0,
7.03884E+17,Rental unit in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,27168187,Timoney,,Sunnyside,45.5151967,-122.6205382,Entire home/apt,93,2,13,10/1/2023,0.84,2,93,9,21-030599-000-00-HO
8.35122E+17,Home in Portland · 3 bedrooms · 3 beds · 1 bath,35669572,Sam,,Homestead,45.4984958,-122.6901537,Entire home/apt,93,30,2,10/14/2023,0.46,2,253,2,
2419817,Rental unit in Portland · 2 bedrooms · 1 bed · 1 bath,4342475,Kristen,,Vernon,45.56395983,-122.6527116,Entire home/apt,93,30,1,10/7/2023,0.4,2,180,1,Exempt
18009756,Guest suite in Portland · ★4.87 · 1 bedroom · 1 bed · 1 bath,28583708,Patty,,Richmond,45.50994,-122.6352,Entire home/apt,94,2,197,12/11/2023,2.74,2,0,31,17-219541-000-00-HO
3246662,Home in Portland · ★4.81 · 2 bedrooms · 3 beds · 1 private bath,3022845,Joel,,Northwest District,45.53066,-122.7031,Private room,95,3,113,9/18/2023,0.98,2,332,2,15-109580-000-00-HO
7.81419E+17,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,108866481,Zach & Lera,,Hosford-Abernethy,45.50227798,-122.6483588,Entire home/apt,95,30,2,3/24/2023,0.18,2,364,2,12-998809-363-55-HO
31224158,Guest suite in Portland · ★4.86 · 1 bedroom · 2 beds · 1 bath,4426731,Martha,,Irvington,45.53928,-122.65485,Entire home/apt,95,2,135,11/24/2023,2.28,2,152,32,19-228230-000-00-HO
21728427,Guest suite in Portland · ★4.81 · Studio · 1 bed · 1 bath,133774958,Tessa,,Madison South,45.54465,-122.57408,Entire home/apt,95,1,618,12/1/2023,8.33,2,65,81,City registration pending
28493203,Cottage in Portland · ★4.92 · Studio · 2 beds · 1 bath,37575586,Elie,,Multnomah,45.47178,-122.70281,Entire home/apt,95,1,308,12/3/2023,4.82,2,361,48,18-112769-000-00-HO
15724441,Home in Portland · ★4.74 · 2 bedrooms · 3 beds · 1 bath,91753188,Brandon,,Reed,45.48895,-122.62639,Entire home/apt,96,1,302,12/13/2023,3.49,2,166,52,City registration pending
25986436,Guest suite in Portland · ★4.86 · 2 bedrooms · 2 beds · 1 bath,156967556,Inna,,Parkrose Heights,45.54093,-122.55684,Entire home/apt,96,14,7,10/19/2023,0.44,2,365,6,Exempt
5536388,Condo in Portland · ★4.95 · 1 bedroom · 3 beds · 1 bath,22576469,Joshua And Renee,,Pearl,45.53353,-122.68159,Entire home/apt,97,30,22,11/7/2023,0.28,2,221,4,
23668933,Rental unit in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,373733,Alex,,Irvington,45.537,-122.64324,Entire home/apt,97,1,249,12/16/2023,3.63,2,172,48,17-174454-000-00-HO
5362928,Home in Portland · ★4.84 · 1 bedroom · 2 beds · 1 bath,3041678,Cora,,Buckman,45.52214,-122.63847,Entire home/apt,97,1,494,11/28/2023,4.6,2,178,39,City registration pending
1.01607E+18,Guesthouse in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,260087823,Hive,,Overlook,45.5656777,-122.6814432,Entire home/apt,97,1,4,12/18/2023,2.79,2,264,4,21-045040-000-00-HO
6389996,Rental unit in Portland · ★4.80 · Studio · 1 bed · 1 bath,1825887,Danielle,,Richmond,45.50823,-122.61571,Entire home/apt,97,2,20,12/11/2023,0.19,2,322,15,City registration pending
25920079,Guest suite in Portland · ★4.94 · 2 bedrooms · 3 beds · 1 bath,156967556,Inna,,Parkrose,45.5492,-122.54259,Entire home/apt,98,1,211,12/5/2023,3.15,2,170,17,1825757300000HO
6700890,Home in Portland · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,28009699,Yvonne,,Hosford-Abernethy,45.50269,-122.64211,Private room,98,2,65,7/21/2019,0.63,2,89,0,City registration pending
24577445,Bungalow in Portland · ★4.92 · 1 bedroom · 1 bed · 1 bath,152085303,Sarah,,Madison South,45.54089,-122.57068,Entire home/apt,99,7,38,10/2/2020,0.58,2,173,0,18-242224-000-00-HO
38901095,Guest suite in Portland · ★4.97 · Studio · 1 bed · 1 bath,40729073,Diane,,Roseway,45.54663,-122.59489,Entire home/apt,99,28,32,9/25/2023,0.84,2,2,10,17-261692-000-00-HO
182450,Home in Portland · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,52505,Judy,,Richmond,45.50529,-122.63201,Entire home/apt,99,5,32,7/18/2023,0.24,2,10,2,14-212846-000-00-HO
8.43558E+17,Home in Portland · ★4.96 · 1 bedroom · 1 bed · 1 bath,504645540,The Casa,,North Tabor,45.52630197,-122.5996261,Entire home/apt,99,1,52,12/17/2023,5.67,2,354,52,City registration pending
9.84044E+17,Rental unit in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,537908933,Charles,,Buckman,45.522375,-122.649791,Entire home/apt,99,1,9,11/13/2023,3.07,2,0,9,17-116101-000-00-HO
50813090,Home in Portland · ★4.96 · 1 bedroom · 1 bed · 2.5 baths,58415337,Jenny,,Foster-Powell,45.48968,-122.59452,Private room,99,1,78,10/16/2023,3.52,2,0,52,22-104186-000-00-HO
45241064,Rental unit in Portland · ★4.49 · 2 bedrooms · 2 beds · 1.5 baths,29167392,Nam,,Montavilla,45.52726,-122.56563,Entire home/apt,99,2,38,11/29/2023,1.08,2,0,5,City registration pending
21517694,Condo in Portland · ★5.0 · Studio · 1 bed · 1 bath,156366214,Paul,,Pearl,45.52878,-122.68327,Entire home/apt,99,31,11,9/12/2023,0.16,2,169,4,
9.97972E+17,Home in Portland · ★4.86 · 2 bedrooms · 3 beds · 1.5 baths,82176614,An,,Cully,45.5635311,-122.6157355,Entire home/apt,99,2,7,11/25/2023,3.44,2,37,7,City registration pending
6.74092E+17,Guest suite in Portland · ★4.92 · 2 bedrooms · 2 beds · 1 bath,85798968,Lorena,,Lents,45.48573,-122.57477,Entire home/apt,99,7,13,10/26/2023,0.78,2,179,10,City registration pending
8.69131E+17,Home in Portland · ★4.80 · 1 bedroom · 1 bed · 1 bath,504645540,The Casa,,North Tabor,45.52626307,-122.5999576,Entire home/apt,99,1,40,12/17/2023,4.96,2,0,40,City registration pending
18211010,Guest suite in Portland · ★4.88 · 2 bedrooms · 2 beds · 1 bath,563061,Krista,,Kenton,45.57913,-122.69234,Entire home/apt,99,1,256,3/13/2020,3.21,2,14,0,17-186618-000-00-HO
23780161,Home in Portland · ★4.78 · 1 bedroom · 1 bed · 1 private bath,25079470,Rachel,,Roseway,45.55125,-122.58619,Private room,99,1,40,9/13/2021,0.6,2,365,0,City registration pending
1.03693E+18,Guesthouse in Portland · ★New · 1 bedroom · 2 beds · 1.5 baths,14796564,Chad,,Brentwood-Darlington,45.47193769,-122.6132137,Entire home/apt,99,1,0,,,2,241,0,19-191203-123-12-HO
50770348,Guest suite in Portland · ★4.92 · 1 bedroom · 1 bed · 1 bath,25190618,Sarah,,South Portland,45.48911,-122.67836,Entire home/apt,100,1,13,12/11/2023,1.12,2,327,13,City registration pending
51837051,Home in Portland · 2 bedrooms · 2 beds · 1 bath,72716191,Adam,,Overlook,45.55955,-122.68781,Entire home/apt,100,31,0,,,2,76,0,
23609556,Home in Portland · 2 bedrooms · 2 beds · 1 private bath,25079470,Rachel,,Roseway,45.55224,-122.58417,Private room,100,30,2,9/1/2018,0.03,2,364,0,City registration pending
38843993,Guesthouse in Portland · ★4.90 · 1 bedroom · 2 beds · 1 bath,24118107,Brenda,,King,45.55025,-122.66366,Entire home/apt,100,2,63,7/5/2022,1.25,2,0,0,19-206269-000-00-HO
33370307,Guest suite in Portland · ★4.57 · 2 bedrooms · 3 beds · 1 bath,1978398,Sydney,,Southwest Hills,45.49997,-122.70192,Entire home/apt,100,2,151,11/26/2023,2.64,2,0,29,17-235959-000-00-HO
8053707,Home in Portland · ★4.55 · 1 bedroom · 1 bed · 1 private bath,42533657,Joan,,Northwest District,45.53286,-122.70142,Private room,100,3,22,11/7/2022,0.22,2,270,0,City registration pending
36515751,Home in Portland · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,114337777,Natalia,,Boise,45.55094,-122.67006,Entire home/apt,100,30,4,5/12/2023,0.1,2,1,1,
34180606,Bungalow in Portland · ★4.83 · 2 bedrooms · 3 beds · 1 bath,29167392,Nam,,Hazelwood,45.52752,-122.55207,Entire home/apt,100,30,48,6/27/2023,0.86,2,248,1,
22701773,Home in Portland · ★4.98 · 1 bedroom · 1 bed · 1 private bath,1297691,Anne,,Overlook,45.56387,-122.68257,Private room,100,4,102,8/27/2023,1.41,2,24,3,City registration pending
633385,Home in Portland · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,2974150,Shannon,,South Burlingame,45.4705,-122.68506,Private room,100,2,225,9/5/2022,1.64,2,365,0,16-141225-000-00-HO
22488209,Guesthouse in Portland · ★4.95 · Studio · 1 bed · 1 bath,40729073,Diane,,Roseway,45.54574,-122.59406,Entire home/apt,100,28,311,12/10/2023,4.29,2,176,44,17-261692-000-00-HO
7.55897E+17,Home in Portland · 2 bedrooms · 1 bed · 1 bath,33074694,Alex,,Cully,45.55987,-122.62037,Entire home/apt,101,30,0,,,2,169,0,Exempt
48378059,Guest suite in Portland · ★4.95 · Studio · 1 bed · 1 bath,66230687,Carin,,Irvington,45.53693,-122.64612,Entire home/apt,101,2,143,11/2/2023,4.24,2,43,35,18-257299-000-00-HO
9.78577E+17,Serviced apartment in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,95203243,Ryan,,Hosford-Abernethy,45.50965,-122.65401,Entire home/apt,101,1,6,12/4/2023,2.09,2,360,6,Exempt
143483,Rental unit in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,523311,Mark,,Irvington,45.54005,-122.64988,Entire home/apt,101,1,169,8/31/2023,1.15,2,324,12,08-175883-000-00-LU
2020429,Rental unit in Portland · ★4.84 · Studio · 1 bed · 1 bath,10385699,Katrina,,Hosford-Abernethy,45.50453,-122.65446,Entire home/apt,101,30,338,8/20/2022,2.78,2,364,0,
8.43427E+17,Serviced apartment in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,95203243,Ryan,,Hosford-Abernethy,45.50965,-122.65401,Entire home/apt,101,2,13,12/8/2023,2.69,2,347,13,Exempt
6.00798E+17,Guest suite in Portland · ★5.0 · 2 bedrooms · 3 beds · 1 bath,217988597,Johnathan And Cassie,,Montavilla,45.52805,-122.56941,Entire home/apt,103,30,7,11/19/2023,0.38,2,162,4,City registration pending
9.23393E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,91344376,Anthony,,South Portland,45.50253712,-122.6771713,Private room,103,2,4,8/20/2023,0.74,2,89,4,City registration pending
1.01593E+18,Home in Portland · ★New · 3 bedrooms · 2 beds · 2 baths,8336801,James,,Grant Park,45.54198972,-122.6200689,Entire home/apt,104,31,0,,,2,240,0,
6.76331E+17,Condo in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,15054186,Luna,,Kerns,45.52929,-122.63807,Entire home/apt,105,30,6,8/12/2023,0.39,2,109,4,
42383821,Home in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,39165671,Leslie,,Vernon,45.56526,-122.65377,Entire home/apt,105,30,81,12/4/2023,1.83,2,173,44,Exempt
47833375,Guest suite in Portland · ★4.96 · 1 bedroom · 1 bed · 1 bath,79151801,Jeannette,,Homestead,45.49239,-122.68283,Entire home/apt,105,2,45,6/9/2023,1.34,2,61,11,21-072746-000-00-HO
8475095,Guesthouse in Portland · ★4.94 · Studio · 1 bed · 1 bath,2884284,Ryan,,Montavilla,45.51899,-122.57611,Entire home/apt,105,2,296,12/10/2023,3.25,2,76,26,16-179461-000-00-HO
8.32131E+17,Home in Portland · ★4.75 · 2 bedrooms · 3 beds · 1 bath,434680279,Jamie,,Irvington,45.54228206,-122.6501005,Entire home/apt,105,4,4,3/18/2023,0.4,2,12,4,City registration pending
1.01167E+18,Home in Portland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,378901,Victoria,,Richmond,45.50821707,-122.6290515,Entire home/apt,106,1,2,11/26/2023,1.87,2,0,2,City registration pending
6.94784E+17,Home in Portland · ★5.0 · 2 bedrooms · 2 beds · 2 baths,90801562,Kasey,,Woodstock,45.48092,-122.60932,Entire home/apt,106,28,3,11/28/2023,0.44,2,22,3,City registration pending
27634146,Guest suite in Portland · ★4.95 · 1 bedroom · 1 bed · 1 bath,60300963,Naomi,,Boise,45.55143,-122.67552,Entire home/apt,106,1,455,12/6/2023,6.98,2,242,83,18-201638-000-00-HO
47516744,Home in Portland · ★4.79 · 3 bedrooms · 5 beds · 2 baths,293772932,Kim,,Kerns,45.52413,-122.65535,Entire home/apt,107,1,215,12/11/2023,6.04,2,0,68,Exempt
24270337,Home in Portland · ★4.96 · 1 bedroom · 2 beds · 1 bath,147284022,Erin,,Southwest Hills,45.50498,-122.69894,Entire home/apt,107,1,250,11/27/2023,4.11,2,0,18,19-265661-000-00-HO
9200540,Townhouse in Portland · 2 bedrooms · 3 beds · 2.5 baths,30549717,Raquel,,South Portland,45.48658651,-122.6774189,Private room,107,52,1,9/29/2023,0.36,2,179,1,
6132497,Rental unit in Portland · ★4.87 · Studio · 2 beds · 1 bath,31813936,Carol,,Northwest District,45.53245,-122.70705,Entire home/apt,108,2,500,12/11/2023,4.79,2,157,25,15-242249-000-00-HO
7.01552E+17,Home in Portland · 2 bedrooms · 2 beds · 1 bath,78879277,Elizabeth,,Foster-Powell,45.49401,-122.60235,Entire home/apt,108,7,2,11/11/2023,0.18,2,32,2,City registration pending
25912642,Rental unit in Portland · ★4.85 · 2 bedrooms · 3 beds · 1 bath,138761774,Aaron,,Mt. Tabor,45.51852,-122.58669,Entire home/apt,109,3,62,9/9/2023,1.25,2,137,21,City registration pending
9.13404E+17,Home in Portland · ★New · 2 bedrooms · 2 beds · 1 shared bath,2200710,Laurent,,Piedmont,45.57552643,-122.6643864,Private room,109,30,0,,,2,89,0,
40231423,Rental unit in Portland · ★4.88 · 2 bedrooms · 2 beds · 1 bath,94623462,Tony,,Mt. Tabor,45.51066,-122.608,Entire home/apt,109,2,24,10/9/2023,0.93,2,80,8,19-186215-000-00-HO
50641137,Home in Portland · ★4.79 · 1 bedroom · 2 beds · 1 bath,608006,Karen,,King,45.55733,-122.65813,Entire home/apt,109,4,14,11/1/2023,0.49,2,233,5,21-025003-000-00-HO
13675204,Rental unit in Portland · ★4.88 · 1 bedroom · 1 bed · 1 bath,10126823,Nile,,Ardenwald-Johnson Creek,45.4603,-122.62377,Entire home/apt,109,4,52,10/28/2023,0.57,2,89,8,17-157178-000-00-HO
20608009,Home in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,147284022,Erin,,Southwest Hills,45.50683,-122.69772,Entire home/apt,109,1,65,10/26/2023,1.07,2,355,19,19-265661-000-00-HO
9.57368E+17,Home in Portland · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,82507993,Freja,,Portsmouth,45.58624304,-122.7153789,Entire home/apt,109,1,11,12/17/2023,2.82,2,38,11,19-236881-000-00-HO
41402809,Rental unit in Portland · ★4.92 · Studio · 1 bed · 1 bath,31289780,Addy,,Northwest District,45.52635,-122.68887,Entire home/apt,110,3,111,10/17/2023,2.35,2,177,25,City registration pending
7.25689E+17,Condo in Portland · 2 bedrooms · 2 beds · 1 bath,78879277,Elizabeth,,Creston-Kenilworth,45.49093,-122.61975,Entire home/apt,110,60,0,,,2,205,0,City registration pending
47952571,Rental unit in Portland · ★4.88 · Studio · 1 bed · 1 bath,31289780,Addy,,Northwest District,45.52464,-122.68712,Entire home/apt,110,3,88,10/23/2023,2.57,2,150,15,City registration pending
16505353,Guesthouse in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,1275462,Ivy,,Vernon,45.56026,-122.64631,Entire home/apt,110,1,205,12/4/2023,2.46,2,77,54,16-222641-000-00-HO
7.44105E+17,Tiny home in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,28313660,Maria,,Cully,45.55959,-122.61635,Entire home/apt,110,2,59,11/26/2023,4.72,2,170,57,City registration pending
3617607,Guest suite in Portland · ★4.89 · Studio · 1 bed · 1 bath,10433870,Alysia,,Sellwood-Moreland Improvement League,45.4776,-122.64782,Entire home/apt,110,1,75,11/12/2023,0.7,2,0,16,City registration pending
8.67703E+17,Home in Portland · ★5.0 · 2 bedrooms · 3 beds · 1 private bath,72172392,Jeff,,Vernon,45.56307831,-122.6464294,Private room,110,1,4,10/14/2023,0.5,2,352,4,23-023860-000-00-HO
38362548,Guest suite in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,2884284,Ryan,,Montavilla,45.51866,-122.57608,Entire home/apt,110,2,153,12/11/2023,2.93,2,74,25,16-179461-000-00-HO
37038333,Guesthouse in Portland · ★4.84 · Studio · 2 beds · 1 bath,22112041,Dona,,Laurelhurst,45.51984,-122.61741,Entire home/apt,110,2,49,9/1/2023,0.98,2,358,2,City registration pending
49554938,Guest suite in Portland · ★4.53 · 1 bedroom · 1 bed · 1 bath,375827199,J,,King,45.556,-122.65386,Entire home/apt,111,2,64,10/30/2023,2.03,2,365,19,City registration pending
6.74585E+17,Rental unit in Portland · ★4.85 · 1 bedroom · 2 beds · 1 bath,189964332,K,,Arbor Lodge,45.57425,-122.68213,Entire home/apt,111,2,55,11/26/2023,3.2,2,178,43,Exempt
997150,Home in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,3041678,Cora,,Buckman,45.52238,-122.63828,Entire home/apt,112,1,526,12/3/2023,4.07,2,173,45,City registration pending
5.51576E+17,Home in Portland · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,24385374,Chris,,Concordia,45.566616,-122.63681,Entire home/apt,113,2,77,12/17/2023,3.73,2,304,48,18-262210-000-00-ho
8.74788E+17,Home in Portland · ★4.91 · 3 bedrooms · 4 beds · 1 bath,384690762,Zach,,Vernon,45.56124012,-122.6512417,Entire home/apt,113,2,42,12/11/2023,5.29,2,0,42,Exempt
36560307,Rental unit in Portland · ★4.80 · Studio · 1 bed · 1 bath,111797565,Vacasa Oregon,,Alameda,45.54376526,-122.626388,Entire home/apt,114,1,40,12/1/2023,0.76,2,365,8,18-203282-000-00-HO
18962310,Guest suite in Portland · ★4.89 · 2 bedrooms · 2 beds · 1 bath,9078003,Veronika,,Piedmont,45.56671027,-122.6621434,Entire home/apt,114,1,163,11/19/2023,2.05,2,167,6,17-183406-000-00-HO
1661004,Guesthouse in Portland · ★4.89 · 1 bedroom · 2 beds · 1 bath,4426731,Martha,,Irvington,45.53847,-122.65533,Entire home/apt,114,2,286,11/19/2023,3.1,2,144,30,19-228230-000-00-HO
17001341,Condo in Portland · ★4.84 · 1 bedroom · 2 beds · 1 bath,7635902,Zachary,,Sunnyside,45.51359,-122.63292,Entire home/apt,114,30,132,12/7/2023,1.67,2,180,5,
4693475,Rental unit in Portland · ★4.88 · 1 bedroom · 1 bed · 1 bath,24132810,Patricia,,Concordia,45.56788,-122.62441,Entire home/apt,115,5,40,10/5/2023,0.43,2,179,1,15-155714-000-00-HO
18357744,Rental unit in Portland · ★4.75 · 3 bedrooms · 3 beds · 1 bath,103138695,Heather,,Buckman,45.52006,-122.65075,Entire home/apt,115,2,113,12/9/2023,1.74,2,0,21,16-258777-000-00-LU
42311940,Cottage in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,4089776,Joseph,,Overlook,45.5585,-122.68678,Entire home/apt,115,2,245,12/9/2023,5.27,2,260,55,18-184293-000-00-HO
7306750,Rental unit in Portland · ★4.86 · 1 bedroom · 1 bed · 1 bath,22112041,Dona,,Laurelhurst,45.52052,-122.61919,Entire home/apt,115,2,109,8/22/2023,1.08,2,356,5,City registration pending
25813668,Rental unit in Portland · ★4.89 · 2 bedrooms · 2 beds · 1 bath,193973403,Matthew,,Buckman,45.51343,-122.64597,Entire home/apt,116,1,523,12/10/2023,7.79,2,336,70,Exempt
13342213,Guesthouse in Portland · ★4.98 · Studio · 1 bed · 1 bath,66230687,Carin,,Irvington,45.53534,-122.64635,Entire home/apt,116,2,191,11/30/2023,3.95,2,34,35,18-257299-000-00-HO
9.89153E+17,Home in Portland · ★4.80 · 5 bedrooms · 5 beds · 1.5 baths,526352997,Matthew,,South Portland,45.50045,-122.67595,Entire home/apt,117,1,9,12/10/2023,4.22,2,0,9,Exempt
27392364,Home in Portland · ★4.89 · 1 bedroom · 4 beds · 1 bath,19259335,Kelley,,Madison South,45.54553,-122.57587,Entire home/apt,117,1,390,12/9/2023,5.99,2,112,64,18-262100-000-00-HO
15040785,Tiny home in Portland · ★4.98 · 1 bedroom · 2 beds · 1 bath,585047,Heather & Topher,,Boise,45.54923116,-122.6725576,Entire home/apt,117,2,594,12/17/2023,6.76,2,322,58,23-057168-000-00-HO
1.02416E+18,Rental unit in Portland · ★New · 2 bedrooms · 2 beds · 1 bath,86128240,Josh,,Woodstock,45.47857253,-122.6201662,Entire home/apt,117,2,1,11/26/2023,1,2,37,1,City registration pending
25539996,Guest suite in Portland · ★4.96 · 1 bedroom · 2 beds · 1 bath,844971,Laura,,Hosford-Abernethy,45.50734,-122.64452,Entire home/apt,117,1,127,11/12/2023,1.99,2,84,21,19-154274-000-00-HO
16568420,Condo in Portland · ★4.50 · 2 bedrooms · 2 beds · 2 baths,109143261,Sun,,Old Town/Chinatown,45.5282,-122.67235,Entire home/apt,117,31,6,8/5/2022,0.1,2,293,0,
17577294,Condo in Portland · ★4.88 · Studio · 1 bed · 1 bath,7635902,Zachary,,Sunnyside,45.51226,-122.63361,Entire home/apt,117,30,131,12/5/2023,1.65,2,270,5,
23432574,Guesthouse in Portland · ★4.93 · 1 bedroom · 2 beds · 1 bath,14796564,Chad,,Brentwood-Darlington,45.47373,-122.61305,Entire home/apt,117,1,304,12/14/2023,5.46,2,163,61,19-191203-000-00-HO
